"","Date","RMBperUSD","SHIBOR","LIBOR","CSI300","GSPC","m1_CN","m2_CN","m1_US","m2_US"
"697",2008-11-28,6.8349,2.2833,1.90125,1829.92,896.23999,157826.63,458644.66,1513.3,7980.8
"698",2008-11-29,6.8401,2.24673333333333,1.90458333333333,1841.34666666667,869.563334,157826.63,458644.66,1513.3,7980.8
"699",2008-11-30,6.8453,2.21016666666667,1.90791666666667,1852.77333333333,842.886678,157826.63,458644.66,1513.3,7980.8
"700",2008-12-01,6.8505,2.1736,1.91125,1864.2,816.210022,166217.13,475166.6,1631.9,8199.5
"701",2008-12-02,6.8527,2.1364,1.89875,1868.63,848.809998,166217.13,475166.6,1631.9,8199.5
"702",2008-12-03,6.8502,2.1162,1.89,1952.67,870.73999,166217.13,475166.6,1631.9,8199.5
"703",2008-12-04,6.8502,2.1077,1.87625,1982.93,845.219971,166217.13,475166.6,1631.9,8199.5
"704",2008-12-05,6.8482,2.0997,1.8675,2013.18,876.070007,166217.13,475166.6,1631.9,8199.5
"705",2008-12-06,6.8491,2.11146666666667,1.85333333333333,2040.46666666667,887.280008666667,166217.13,475166.6,1631.9,8199.5
"706",2008-12-07,6.85,2.12323333333333,1.83916666666667,2067.75333333333,898.490010333333,166217.13,475166.6,1631.9,8199.5
"707",2008-12-08,6.8509,2.135,1.825,2095.04,909.700012,166217.13,475166.6,1631.9,8199.5
"708",2008-12-09,6.8479,2.0417,1.635,2040.85,888.669983,166217.13,475166.6,1631.9,8199.5
"709",2008-12-10,6.8475,1.9248,1.43875,2096.39,899.23999,166217.13,475166.6,1631.9,8199.5
"710",2008-12-11,6.8471,1.7815,1.195,2046.34,873.590027,166217.13,475166.6,1631.9,8199.5
"711",2008-12-12,6.8451,1.7128,1.04,1960.38,879.72998,166217.13,475166.6,1631.9,8199.5
"712",2008-12-13,6.8448,1.6925,1.01375,1965.26333333333,876.009989,166217.13,475166.6,1631.9,8199.5
"713",2008-12-14,6.8445,1.6722,0.9875,1970.14666666667,872.289998,166217.13,475166.6,1631.9,8199.5
"714",2008-12-15,6.8442,1.6519,0.96125,1975.03,868.570007,166217.13,475166.6,1631.9,8199.5
"715",2008-12-16,6.8433,1.669,0.88375,1994.45,913.179993,166217.13,475166.6,1631.9,8199.5
"716",2008-12-17,6.8353,1.5083,0.58125,2001.42,904.419983,166217.13,475166.6,1631.9,8199.5
"717",2008-12-18,6.8322,1.4774,0.5075,2045.1,885.280029,166217.13,475166.6,1631.9,8199.5
"718",2008-12-19,6.8357,1.4579,0.47375,2052.11,887.880005,166217.13,475166.6,1631.9,8199.5
"719",2008-12-20,6.83636666666667,1.42076666666667,0.469583333333333,2040.59,882.463338333333,166217.13,475166.6,1631.9,8199.5
"720",2008-12-21,6.83703333333333,1.38363333333333,0.465416666666667,2029.07,877.046671666667,166217.13,475166.6,1631.9,8199.5
"721",2008-12-22,6.8377,1.3465,0.46125,2017.55,871.630005,166217.13,475166.6,1631.9,8199.5
"722",2008-12-23,6.8389,1.3201,0.47125,1918.95,863.159973,166217.13,475166.6,1631.9,8199.5
"723",2008-12-24,6.8397,1.3126,0.47125,1887.07,868.150024,166217.13,475166.6,1631.9,8199.5
"724",2008-12-25,6.8366,1.3108,0.46925,1870.77,870.475006,166217.13,475166.6,1631.9,8199.5
"725",2008-12-26,6.8362,1.299,0.46725,1862.1,872.799988,166217.13,475166.6,1631.9,8199.5
"726",2008-12-27,6.83603333333333,1.29013333333333,0.46525,1859.65333333333,871.673319666667,166217.13,475166.6,1631.9,8199.5
"727",2008-12-28,6.83586666666667,1.28126666666667,0.46325,1857.20666666667,870.546651333333,166217.13,475166.6,1631.9,8199.5
"728",2008-12-29,6.8357,1.2724,0.46125,1854.76,869.419983,166217.13,475166.6,1631.9,8199.5
"729",2008-12-30,6.8353,1.2339,0.4475,1833.44,890.640015,166217.13,475166.6,1631.9,8199.5
"730",2008-12-31,6.8346,1.2258,0.43625,1817.72,903.25,166217.13,475166.6,1631.9,8199.5
"731",2009-01-01,6.83502,1.2238,0.433125,1830.768,917.524994,165214.34,496135.31,1580.3,8243.9
"732",2009-01-02,6.83544,1.2218,0.43,1843.816,931.799988,165214.34,496135.31,1580.3,8243.9
"733",2009-01-03,6.83586,1.2198,0.429583333333333,1856.864,930.349996,165214.34,496135.31,1580.3,8243.9
"734",2009-01-04,6.83628,1.2178,0.429166666666667,1869.912,928.900004,165214.34,496135.31,1580.3,8243.9
"735",2009-01-05,6.8367,1.215,0.42875,1882.96,927.450012,165214.34,496135.31,1580.3,8243.9
"736",2009-01-06,6.8384,1.1417,0.42063,1942.8,934.700012,165214.34,496135.31,1580.3,8243.9
"737",2009-01-07,6.8389,1.1256,0.40625,1931.18,906.650024,165214.34,496135.31,1580.3,8243.9
"738",2009-01-08,6.8375,1.125,0.38625,1887.99,909.72998,165214.34,496135.31,1580.3,8243.9
"739",2009-01-09,6.8363,1.1286,0.36625,1918.36,890.349976,165214.34,496135.31,1580.3,8243.9
"740",2009-01-10,6.83693333333333,1.1263,0.358333333333333,1919.13666666667,883.653320666667,165214.34,496135.31,1580.3,8243.9
"741",2009-01-11,6.83756666666667,1.124,0.350416666666667,1919.91333333333,876.956665333333,165214.34,496135.31,1580.3,8243.9
"742",2009-01-12,6.8382,1.1217,0.3425,1920.69,870.26001,165214.34,496135.31,1580.3,8243.9
"743",2009-01-13,6.8395,1.1358,0.33313,1876.19,871.789978,165214.34,496135.31,1580.3,8243.9
"744",2009-01-14,6.8399,1.1,0.32875,1955.24,842.619995,165214.34,496135.31,1580.3,8243.9
"745",2009-01-15,6.8392,1.11,0.33375,1954.87,843.73999,165214.34,496135.31,1580.3,8243.9
"746",2009-01-16,6.8383,1.1271,0.35938,1990.21,850.119995,165214.34,496135.31,1580.3,8243.9
"747",2009-01-17,6.83753333333333,1.1256,0.35792,1997.62666666667,838.894989,165214.34,496135.31,1580.3,8243.9
"748",2009-01-18,6.83676666666667,1.1241,0.35646,2005.04333333333,827.669983,165214.34,496135.31,1580.3,8243.9
"749",2009-01-19,6.836,1.1226,0.355,2012.46,816.444977,165214.34,496135.31,1580.3,8243.9
"750",2009-01-20,6.8385,1.095,0.3525,2025.19,805.219971,165214.34,496135.31,1580.3,8243.9
"751",2009-01-21,6.8396,1.0777,0.35625,2021.71,840.23999,165214.34,496135.31,1580.3,8243.9
"752",2009-01-22,6.8373,1.1042,0.38938,2044.55,827.5,165214.34,496135.31,1580.3,8243.9
"753",2009-01-23,6.838,1.1144,0.40125,2032.68,831.950012,165214.34,496135.31,1580.3,8243.9
"754",2009-01-24,6.83817,1.107,0.40375,2032.68,833.490010333333,165214.34,496135.31,1580.3,8243.9
"755",2009-01-25,6.83834,1.1055,0.40625,2032.68,835.030008666667,165214.34,496135.31,1580.3,8243.9
"756",2009-01-26,6.83851,1.104,0.40875,2032.68,836.570007,165214.34,496135.31,1580.3,8243.9
"757",2009-01-27,6.83868,1.1025,0.41125,2032.68,845.710022,165214.34,496135.31,1580.3,8243.9
"758",2009-01-28,6.83885,1.101,0.40938,2032.68,874.090027,165214.34,496135.31,1580.3,8243.9
"759",2009-01-29,6.83902,1.0995,0.4125,2032.68,845.140015,165214.34,496135.31,1580.3,8243.9
"760",2009-01-30,6.83919,1.098,0.41938,2032.68,825.880005,165214.34,496135.31,1580.3,8243.9
"761",2009-01-31,6.83936,1.0965,0.42542,2040.80666666667,825.733337333333,165214.34,496135.31,1580.3,8243.9
"762",2009-02-01,6.83953,1.095,0.43146,2048.93333333333,825.586669666667,166149.6,506708.07,1551.6,8272.5
"763",2009-02-02,6.8397,1.08,0.4375,2057.06,825.440002,166149.6,506708.07,1551.6,8272.5
"764",2009-02-03,6.8398,1.0888,0.445,2108.91,838.51001,166149.6,506708.07,1551.6,8272.5
"765",2009-02-04,6.8348,1.0775,0.445,2166.41,832.22998,166149.6,506708.07,1551.6,8272.5
"766",2009-02-05,6.836,1.0708,0.4475,2150.97,845.849976,166149.6,506708.07,1551.6,8272.5
"767",2009-02-06,6.8371,1.065,0.44875,2237.28,868.599976,166149.6,506708.07,1551.6,8272.5
"768",2009-02-07,6.83626666666667,1.06213333333333,0.448126666666667,2257.07666666667,869.029989,166149.6,506708.07,1551.6,8272.5
"769",2009-02-08,6.83543333333333,1.05926666666667,0.447503333333333,2276.87333333333,869.460002,166149.6,506708.07,1551.6,8272.5
"770",2009-02-09,6.8346,1.0564,0.44688,2296.67,869.890015,166149.6,506708.07,1551.6,8272.5
"771",2009-02-10,6.833,1.0538,0.44688,2326.75,827.159973,166149.6,506708.07,1551.6,8272.5
"772",2009-02-11,6.8337,1.0548,0.4525,2331.14,833.73999,166149.6,506708.07,1551.6,8272.5
"773",2009-02-12,6.8327,1.0654,0.455,2318.34,835.190002,166149.6,506708.07,1551.6,8272.5
"774",2009-02-13,6.8334,1.0679,0.46125,2399.06,826.840027,166149.6,506708.07,1551.6,8272.5
"775",2009-02-14,6.8337,1.06836666666667,0.4625,2420.12333333333,817.422516,166149.6,506708.07,1551.6,8272.5
"776",2009-02-15,6.834,1.06883333333333,0.46375,2441.18666666667,808.005005,166149.6,506708.07,1551.6,8272.5
"777",2009-02-16,6.8343,1.0693,0.465,2462.25,798.587494,166149.6,506708.07,1551.6,8272.5
"778",2009-02-17,6.8352,1.0583,0.46625,2385.29,789.169983,166149.6,506708.07,1551.6,8272.5
"779",2009-02-18,6.8363,1.0592,0.47,2275.84,788.419983,166149.6,506708.07,1551.6,8272.5
"780",2009-02-19,6.8369,1.0567,0.47313,2298.41,778.940002,166149.6,506708.07,1551.6,8272.5
"781",2009-02-20,6.8357,1.0525,0.4725,2344.32,770.049988,166149.6,506708.07,1551.6,8272.5
"782",2009-02-21,6.83503333333333,1.05143333333333,0.472916666666667,2366.37333333333,761.143331,166149.6,506708.07,1551.6,8272.5
"783",2009-02-22,6.83436666666667,1.05036666666667,0.473333333333333,2388.42666666667,752.236674,166149.6,506708.07,1551.6,8272.5
"784",2009-02-23,6.8337,1.0493,0.47375,2410.48,743.330017,166149.6,506708.07,1551.6,8272.5
"785",2009-02-24,6.8358,1.0442,0.47688,2301.85,773.140015,166149.6,506708.07,1551.6,8272.5
"786",2009-02-25,6.8361,1.0418,0.47875,2304.25,764.900024,166149.6,506708.07,1551.6,8272.5
"787",2009-02-26,6.8371,1.0358,0.49688,2190.19,752.830017,166149.6,506708.07,1551.6,8272.5
"788",2009-02-27,6.8379,1.035,0.49625,2140.49,735.090027,166149.6,506708.07,1551.6,8272.5
"789",2009-02-28,6.83823333333333,1.0362,0.496666666666667,2148.55,723.666687,166149.6,506708.07,1551.6,8272.5
"790",2009-03-01,6.83856666666667,1.0374,0.497083333333333,2156.61,712.243347,176541.13,530626.71,1594.5,8407.6
"791",2009-03-02,6.8389,1.0386,0.4975,2164.67,700.820007,176541.13,530626.71,1594.5,8407.6
"792",2009-03-03,6.8392,1.0302,0.5075,2142.15,696.330017,176541.13,530626.71,1594.5,8407.6
"793",2009-03-04,6.8395,1.0341,0.51813,2285.15,712.869995,176541.13,530626.71,1594.5,8407.6
"794",2009-03-05,6.8365,1.031,0.53313,2304.92,682.549988,176541.13,530626.71,1594.5,8407.6
"795",2009-03-06,6.837,1.035,0.54625,2286.58,683.380005,176541.13,530626.71,1594.5,8407.6
"796",2009-03-07,6.8365,1.03583333333333,0.552293333333333,2258.56333333333,681.096679666667,176541.13,530626.71,1594.5,8407.6
"797",2009-03-08,6.836,1.03666666666667,0.558336666666667,2230.54666666667,678.813354333333,176541.13,530626.71,1594.5,8407.6
"798",2009-03-09,6.8355,1.0375,0.56438,2202.53,676.530029,176541.13,530626.71,1594.5,8407.6
"799",2009-03-10,6.8358,1.0314,0.56438,2240.78,719.599976,176541.13,530626.71,1594.5,8407.6
"800",2009-03-11,6.8347,1.0313,0.55688,2220.38,721.359985,176541.13,530626.71,1594.5,8407.6
"801",2009-03-12,6.8339,1.0293,0.55625,2215.7,750.73999,176541.13,530626.71,1594.5,8407.6
"802",2009-03-13,6.8334,1.0254,0.55563,2205.42,756.549988,176541.13,530626.71,1594.5,8407.6
"803",2009-03-14,6.8339,1.0268,0.55563,2217.48333333333,755.663330333333,176541.13,530626.71,1594.5,8407.6
"804",2009-03-15,6.8344,1.0282,0.55563,2229.54666666667,754.776672666667,176541.13,530626.71,1594.5,8407.6
"805",2009-03-16,6.8349,1.0296,0.55563,2241.61,753.890015,176541.13,530626.71,1594.5,8407.6
"806",2009-03-17,6.8327,1.0292,0.55625,2322.4,778.119995,176541.13,530626.71,1594.5,8407.6
"807",2009-03-18,6.8319,1.0271,0.545,2332.65,794.349976,176541.13,530626.71,1594.5,8407.6
"808",2009-03-19,6.8301,1.0304,0.52313,2382.56,784.039978,176541.13,530626.71,1594.5,8407.6
"809",2009-03-20,6.8293,1.0313,0.52188,2379.84,768.539978,176541.13,530626.71,1594.5,8407.6
"810",2009-03-21,6.82966666666667,1.0315,0.52188,2399.69333333333,786.666646333333,176541.13,530626.71,1594.5,8407.6
"811",2009-03-22,6.83003333333333,1.0317,0.52188,2419.54666666667,804.793314666667,176541.13,530626.71,1594.5,8407.6
"812",2009-03-23,6.8304,1.0319,0.52188,2439.4,822.919983,176541.13,530626.71,1594.5,8407.6
"813",2009-03-24,6.8301,1.0315,0.52094,2451.78,806.119995,176541.13,530626.71,1594.5,8407.6
"814",2009-03-25,6.8328,1.029,0.52,2401.33,813.880005,176541.13,530626.71,1594.5,8407.6
"815",2009-03-26,6.8321,1.0296,0.5225,2479.79,832.859985,176541.13,530626.71,1594.5,8407.6
"816",2009-03-27,6.8317,1.0275,0.51813,2498.93,815.940002,176541.13,530626.71,1594.5,8407.6
"817",2009-03-28,6.83246666666667,1.0271,0.515003333333333,2494.11666666667,806.470011,176541.13,530626.71,1594.5,8407.6
"818",2009-03-29,6.83323333333333,1.0267,0.511876666666667,2489.30333333333,797.00002,176541.13,530626.71,1594.5,8407.6
"819",2009-03-30,6.834,1.0263,0.50875,2484.49,787.530029,176541.13,530626.71,1594.5,8407.6
"820",2009-03-31,6.8359,1.0285,0.50063,2507.79,797.869995,176541.13,530626.71,1594.5,8407.6
"821",2009-04-01,6.8349,1.025,0.495,2548.22,811.080017,178213.57,540481.21,1627.3,8407.7
"822",2009-04-02,6.8341,1.0283,0.48938,2576.4,834.380005,178213.57,540481.21,1627.3,8407.7
"823",2009-04-03,6.832,1.0279,0.47813,2570.5,842.5,178213.57,540481.21,1627.3,8407.7
"824",2009-04-04,6.8325,1.0263,0.477296666666667,2570.5,840.159993333333,178213.57,540481.21,1627.3,8407.7
"825",2009-04-05,6.833,1.0247,0.476463333333333,2570.5,837.819986666667,178213.57,540481.21,1627.3,8407.7
"826",2009-04-06,6.8335,1.0231,0.47563,2570.5,835.47998,178213.57,540481.21,1627.3,8407.7
"827",2009-04-07,6.834,1.0215,0.46938,2576.95,815.549988,178213.57,540481.21,1627.3,8407.7
"828",2009-04-08,6.837,1.0201,0.46,2479.35,825.159973,178213.57,540481.21,1627.3,8407.7
"829",2009-04-09,6.8358,1.0249,0.45125,2517.67,856.559998,178213.57,540481.21,1627.3,8407.7
"830",2009-04-10,6.8347,1.0242,0.4515,2595.53,857.1024935,178213.57,540481.21,1627.3,8407.7
"831",2009-04-11,6.8342,1.0249,0.45175,2615.86,857.644989,178213.57,540481.21,1627.3,8407.7
"832",2009-04-12,6.8337,1.0256,0.452,2636.19,858.1874845,178213.57,540481.21,1627.3,8407.7
"833",2009-04-13,6.8332,1.0263,0.45225,2656.52,858.72998,178213.57,540481.21,1627.3,8407.7
"834",2009-04-14,6.8296,1.023,0.4525,2676.87,841.5,178213.57,540481.21,1627.3,8407.7
"835",2009-04-15,6.8293,1.0191,0.44813,2686.99,852.059998,178213.57,540481.21,1627.3,8407.7
"836",2009-04-16,6.8301,1.0186,0.44688,2687.11,865.299988,178213.57,540481.21,1627.3,8407.7
"837",2009-04-17,6.8311,1.0166,0.4475,2650.69,869.599976,178213.57,540481.21,1627.3,8407.7
"838",2009-04-18,6.8317,1.01623333333333,0.445833333333333,2669.68333333333,857.196655666667,178213.57,540481.21,1627.3,8407.7
"839",2009-04-19,6.8323,1.01586666666667,0.444166666666667,2688.67666666667,844.793335333333,178213.57,540481.21,1627.3,8407.7
"840",2009-04-20,6.8329,1.0155,0.4425,2707.67,832.390015,178213.57,540481.21,1627.3,8407.7
"841",2009-04-21,6.8342,1.0188,0.44125,2675.44,850.080017,178213.57,540481.21,1627.3,8407.7
"842",2009-04-22,6.8306,1.0183,0.44,2576.28,843.549988,178213.57,540481.21,1627.3,8407.7
"843",2009-04-23,6.8295,1.0183,0.4375,2593.56,851.919983,178213.57,540481.21,1627.3,8407.7
"844",2009-04-24,6.8273,1.0186,0.435,2572.89,866.22998,178213.57,540481.21,1627.3,8407.7
"845",2009-04-25,6.82663333333333,1.01943333333333,0.434166666666667,2553.02333333333,863.323323333333,178213.57,540481.21,1627.3,8407.7
"846",2009-04-26,6.82596666666667,1.02026666666667,0.433333333333333,2533.15666666667,860.416666666667,178213.57,540481.21,1627.3,8407.7
"847",2009-04-27,6.8253,1.0211,0.4325,2513.29,857.51001,178213.57,540481.21,1627.3,8407.7
"848",2009-04-28,6.8274,1.0188,0.4275,2518.53,855.159973,178213.57,540481.21,1627.3,8407.7
"849",2009-04-29,6.8265,1.0207,0.41813,2605.37,873.640015,178213.57,540481.21,1627.3,8407.7
"850",2009-04-30,6.825,1.0258,0.41125,2622.93,872.809998,178213.57,540481.21,1627.3,8407.7
"851",2009-05-01,6.824375,1.025925,0.41438,2622.93,877.52002,182025.58,548263.51,1617.5,8395
"852",2009-05-02,6.82375,1.02605,0.4110975,2653.38666666667,887.426676666667,182025.58,548263.51,1617.5,8395
"853",2009-05-03,6.823125,1.026175,0.407815,2683.84333333333,897.333333333333,182025.58,548263.51,1617.5,8395
"854",2009-05-04,6.8225,1.0263,0.4045325,2714.3,907.23999,182025.58,548263.51,1617.5,8395
"855",2009-05-05,6.8201,1.0253,0.40125,2727.01,903.799988,182025.58,548263.51,1617.5,8395
"856",2009-05-06,6.8232,1.025,0.395,2764.98,919.530029,182025.58,548263.51,1617.5,8395
"857",2009-05-07,6.823,1.0237,0.38188,2767.08,907.390015,182025.58,548263.51,1617.5,8395
"858",2009-05-08,6.8221,1.0221,0.3675,2789.22,929.22998,182025.58,548263.51,1617.5,8395
"859",2009-05-09,6.82206666666667,1.02376666666667,0.362916666666667,2767.92,922.56665,182025.58,548263.51,1617.5,8395
"860",2009-05-10,6.82203333333333,1.02543333333333,0.358333333333333,2746.62,915.90332,182025.58,548263.51,1617.5,8395
"861",2009-05-11,6.822,1.0271,0.35375,2725.32,909.23999,182025.58,548263.51,1617.5,8395
"862",2009-05-12,6.8242,1.0228,0.34875,2788.56,908.349976,182025.58,548263.51,1617.5,8395
"863",2009-05-13,6.8235,1.02,0.34438,2814,883.919983,182025.58,548263.51,1617.5,8395
"864",2009-05-14,6.825,1.0192,0.335,2792.6,893.070007,182025.58,548263.51,1617.5,8395
"865",2009-05-15,6.8247,1.0166,0.32813,2796.12,882.880005,182025.58,548263.51,1617.5,8395
"866",2009-05-16,6.82536666666667,1.01583333333333,0.32417,2800.93666666667,891.823344,182025.58,548263.51,1617.5,8395
"867",2009-05-17,6.82603333333333,1.01506666666667,0.32021,2805.75333333333,900.766683,182025.58,548263.51,1617.5,8395
"868",2009-05-18,6.8267,1.0143,0.31625,2810.57,909.710022,182025.58,548263.51,1617.5,8395
"869",2009-05-19,6.826,1.0153,0.30938,2840.08,908.130005,182025.58,548263.51,1617.5,8395
"870",2009-05-20,6.8251,1.0151,0.30813,2812.86,903.469971,182025.58,548263.51,1617.5,8395
"871",2009-05-21,6.8245,1.0143,0.30875,2750.01,888.330017,182025.58,548263.51,1617.5,8395
"872",2009-05-22,6.8239,1.0133,0.31313,2740.68,887,182025.58,548263.51,1617.5,8395
"873",2009-05-23,6.82376666666667,1.01616666666667,0.31391,2744.69333333333,892.83250425,182025.58,548263.51,1617.5,8395
"874",2009-05-24,6.82363333333333,1.01903333333333,0.31469,2748.70666666667,898.6650085,182025.58,548263.51,1617.5,8395
"875",2009-05-25,6.8235,1.0219,0.31547,2752.72,904.49751275,182025.58,548263.51,1617.5,8395
"876",2009-05-26,6.8285,1.0293,0.31625,2719.76,910.330017,182025.58,548263.51,1617.5,8395
"877",2009-05-27,6.8324,1.0321,0.31875,2759.71,893.059998,182025.58,548263.51,1617.5,8395
"878",2009-05-28,6.83226,1.03085,0.32,2759.71,906.830017,182025.58,548263.51,1617.5,8395
"879",2009-05-29,6.83212,1.0296,0.31625,2759.71,919.140015,182025.58,548263.51,1617.5,8395
"880",2009-05-30,6.83198,1.02835,0.3175,2792.58666666667,927.050008333333,182025.58,548263.51,1617.5,8395
"881",2009-05-31,6.83184,1.0271,0.31875,2825.46333333333,934.960001666667,182025.58,548263.51,1617.5,8395
"882",2009-06-01,6.8317,1.0271,0.32,2858.34,942.869995,193138.15,568916.2,1661.3,8407.7
"883",2009-06-02,6.8309,1.0271,0.32,2865.1,944.73999,193138.15,568916.2,1661.3,8407.7
"884",2009-06-03,6.8302,1.0258,0.31875,2939.39,931.76001,193138.15,568916.2,1661.3,8407.7
"885",2009-06-04,6.8325,1.029,0.3175,2953.75,942.460022,193138.15,568916.2,1661.3,8407.7
"886",2009-06-05,6.8334,1.0274,0.32063,2939.31,940.090027,193138.15,568916.2,1661.3,8407.7
"887",2009-06-06,6.83443333333333,1.02753333333333,0.321463333333333,2942.36666666667,939.773356333333,193138.15,568916.2,1661.3,8407.7
"888",2009-06-07,6.83546666666667,1.02766666666667,0.322296666666667,2945.42333333333,939.456685666667,193138.15,568916.2,1661.3,8407.7
"889",2009-06-08,6.8365,1.0278,0.32313,2948.48,939.140015,193138.15,568916.2,1661.3,8407.7
"890",2009-06-09,6.8366,1.0275,0.32125,2960.56,942.429993,193138.15,568916.2,1661.3,8407.7
"891",2009-06-10,6.8336,1.0325,0.32063,2989.59,939.150024,193138.15,568916.2,1661.3,8407.7
"892",2009-06-11,6.8348,1.0361,0.31938,2961.63,944.890015,193138.15,568916.2,1661.3,8407.7
"893",2009-06-12,6.8325,1.035,0.31813,2906.29,946.210022,193138.15,568916.2,1661.3,8407.7
"894",2009-06-13,6.8331,1.03533333333333,0.318336666666667,2926.25666666667,938.713338333333,193138.15,568916.2,1661.3,8407.7
"895",2009-06-14,6.8337,1.03566666666667,0.318543333333333,2946.22333333333,931.216654666667,193138.15,568916.2,1661.3,8407.7
"896",2009-06-15,6.8343,1.036,0.31875,2966.19,923.719971,193138.15,568916.2,1661.3,8407.7
"897",2009-06-16,6.8368,1.0334,0.31813,2961.22,911.969971,193138.15,568916.2,1661.3,8407.7
"898",2009-06-17,6.834,1.038,0.31313,3010.59,910.710022,193138.15,568916.2,1661.3,8407.7
"899",2009-06-18,6.8321,1.0409,0.315,3057.43,918.369995,193138.15,568916.2,1661.3,8407.7
"900",2009-06-19,6.8338,1.1088,0.31688,3080,921.22998,193138.15,568916.2,1661.3,8407.7
"901",2009-06-20,6.83346666666667,1.1353,0.316253333333333,3080.85333333333,911.833312666667,193138.15,568916.2,1661.3,8407.7
"902",2009-06-21,6.83313333333333,1.1618,0.315626666666667,3081.70666666667,902.436645333333,193138.15,568916.2,1661.3,8407.7
"903",2009-06-22,6.8328,1.1883,0.315,3082.56,893.039978,193138.15,568916.2,1661.3,8407.7
"904",2009-06-23,6.8339,1.2142,0.31375,3083.9,895.099976,193138.15,568916.2,1661.3,8407.7
"905",2009-06-24,6.8316,1.245,0.31125,3120.73,900.940002,193138.15,568916.2,1661.3,8407.7
"906",2009-06-25,6.8331,1.2555,0.3075,3117.92,920.26001,193138.15,568916.2,1661.3,8407.7
"907",2009-06-26,6.8328,1.2717,0.31,3128.42,918.900024,193138.15,568916.2,1661.3,8407.7
"908",2009-06-27,6.8324,1.27473333333333,0.309583333333333,3145.60333333333,921.676676,193138.15,568916.2,1661.3,8407.7
"909",2009-06-28,6.832,1.27776666666667,0.309166666666667,3162.78666666667,924.453328,193138.15,568916.2,1661.3,8407.7
"910",2009-06-29,6.8316,1.2808,0.30875,3179.97,927.22998,193138.15,568916.2,1661.3,8407.7
"911",2009-06-30,6.8319,1.3008,0.30875,3166.47,919.320007,193138.15,568916.2,1661.3,8407.7
"912",2009-07-01,6.8325,1.2998,0.30625,3237.9,923.330017,195889.27,573102.85,1657.2,8374.2
"913",2009-07-02,6.8309,1.3025,0.30438,3282.36,896.419983,195889.27,573102.85,1657.2,8374.2
"914",2009-07-03,6.8333,1.305,0.30125,3327.14,896.99498,195889.27,573102.85,1657.2,8374.2
"915",2009-07-04,6.8332,1.3086,0.30146,3343.01,897.569977,195889.27,573102.85,1657.2,8374.2
"916",2009-07-05,6.8331,1.3122,0.30167,3358.88,898.144974,195889.27,573102.85,1657.2,8374.2
"917",2009-07-06,6.833,1.3158,0.30188,3374.75,898.719971,195889.27,573102.85,1657.2,8374.2
"918",2009-07-07,6.8326,1.3258,0.30188,3340.49,881.030029,195889.27,573102.85,1657.2,8374.2
"919",2009-07-08,6.8336,1.3313,0.3,3352.27,879.559998,195889.27,573102.85,1657.2,8374.2
"920",2009-07-09,6.8325,1.3433,0.29625,3396.3,882.679993,195889.27,573102.85,1657.2,8374.2
"921",2009-07-10,6.8313,1.3524,0.2925,3398.31,879.130005,195889.27,573102.85,1657.2,8374.2
"922",2009-07-11,6.83153333333333,1.3602,0.291043333333333,3385.87666666667,886.436666,195889.27,573102.85,1657.2,8374.2
"923",2009-07-12,6.83176666666667,1.368,0.289586666666667,3373.44333333333,893.743327,195889.27,573102.85,1657.2,8374.2
"924",2009-07-13,6.832,1.3758,0.28813,3361.01,901.049988,195889.27,573102.85,1657.2,8374.2
"925",2009-07-14,6.8332,1.3938,0.2875,3454.75,905.840027,195889.27,573102.85,1657.2,8374.2
"926",2009-07-15,6.8328,1.4117,0.2875,3493.3,932.679993,195889.27,573102.85,1657.2,8374.2
"927",2009-07-16,6.8315,1.4417,0.28875,3501.24,940.73999,195889.27,573102.85,1657.2,8374.2
"928",2009-07-17,6.831,1.4672,0.28625,3519.81,940.380005,195889.27,573102.85,1657.2,8374.2
"929",2009-07-18,6.83136666666667,1.4823,0.28625,3543.58,943.963338333333,195889.27,573102.85,1657.2,8374.2
"930",2009-07-19,6.83173333333333,1.4974,0.28625,3567.35,947.546671666667,195889.27,573102.85,1657.2,8374.2
"931",2009-07-20,6.8321,1.5125,0.28625,3591.12,951.130005,195889.27,573102.85,1657.2,8374.2
"932",2009-07-21,6.8311,1.606,0.285,3539.83,954.580017,195889.27,573102.85,1657.2,8374.2
"933",2009-07-22,6.8309,1.6492,0.285,3606.92,954.070007,195889.27,573102.85,1657.2,8374.2
"934",2009-07-23,6.8307,1.6733,0.285,3651.97,976.289978,195889.27,573102.85,1657.2,8374.2
"935",2009-07-24,6.8318,1.6433,0.285,3667.56,979.26001,195889.27,573102.85,1657.2,8374.2
"936",2009-07-25,6.83173333333333,1.64913333333333,0.285833333333333,3692.91666666667,980.233337666667,195889.27,573102.85,1657.2,8374.2
"937",2009-07-26,6.83166666666667,1.65496666666667,0.286666666666667,3718.27333333333,981.206665333333,195889.27,573102.85,1657.2,8374.2
"938",2009-07-27,6.8316,1.6608,0.2875,3743.63,982.179993,195889.27,573102.85,1657.2,8374.2
"939",2009-07-28,6.831,1.6868,0.285,3755.82,979.619995,195889.27,573102.85,1657.2,8374.2
"940",2009-07-29,6.8314,1.6974,0.285,3558.51,975.150024,195889.27,573102.85,1657.2,8374.2
"941",2009-07-30,6.8335,1.7475,0.28063,3634.82,986.75,195889.27,573102.85,1657.2,8374.2
"942",2009-07-31,6.8323,1.753,0.27938,3734.62,987.47998,195889.27,573102.85,1657.2,8374.2
